ID,CCAvg,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard,Age,Family,ZIPCode,FirstName,LastName,Education,Experience,Income
2623,0.7,0,0,0,0,1,0,54.0,4.0,90245.0,Manuel,Jackson,2,28,39
2624,3.0,0,1,1,1,0,1,42.0,3.0,94304.0,Debra,Smith,1,17,111
2625,2.1,0,0,0,0,0,0,47.0,3.0,94109.0,John,Glover,1,21,82
2626,3.4,0,0,0,0,1,0,61.0,4.0,93943.0,Thelma,Mccormick,2,36,108
2627,0.8,0,0,0,0,1,0,53.0,2.0,92038.0,Rhonda,Huggins,3,27,59
2628,2.5,193,0,0,0,1,0,56.0,3.0,93106.0,Mary,Lundblad,1,30,61
2629,2.0,0,0,1,0,1,0,33.0,4.0,95819.0,William,Dobson,2,6,78
2630,0.1,0,0,0,0,1,0,44.0,2.0,93943.0,Jim,Oberholtzer,3,18,18
2631,1.7,0,0,0,0,1,1,63.0,4.0,94611.0,Nicholas,Gallegos,3,37,113
2632,2.67,0,0,0,0,1,0,47.0,1.0,92521.0,Jared,Jenkins,2,20,62
2633,4.9,248,0,0,0,1,0,50.0,1.0,94720.0,Harold,Perez,1,24,81
2634,0.4,106,0,0,0,1,0,49.0,3.0,95054.0,Donna,Parraga,1,25,13
2635,2.8,194,0,0,0,0,0,34.0,1.0,94303.0,Jacqueline,Dossantos,1,9,75
2636,0.8,89,0,0,0,1,0,40.0,2.0,95616.0,Fred,Kaman,3,14,33
2637,4.1,0,0,0,0,1,0,38.0,1.0,93943.0,Maria,Terry,1,13,179
2638,2.0,0,0,0,0,1,0,51.0,3.0,94005.0,Shirley,Martello,2,26,69
2639,1.0,0,0,0,0,1,0,28.0,1.0,94025.0,Kristin,Bryant,3,4,45
2640,3.0,0,0,0,0,1,0,52.0,3.0,95762.0,Adeline,Williams,2,26,59
2641,2.8,0,0,0,0,1,0,39.0,2.0,94309.0,Robert,Monfort,1,13,81
2642,5.4,212,0,0,0,1,0,29.0,1.0,90095.0,Lauren,Pope,1,5,133
2643,0.0,0,0,0,0,1,0,54.0,2.0,92096.0,Helen,Dillon,3,29,81
2644,0.4,86,0,0,0,1,1,63.0,4.0,92630.0,Karen,Pavlovic,2,38,14
2645,0.8,0,0,0,0,0,0,40.0,2.0,94061.0,Marsha,Treadwell,3,14,28
2646,2.2,0,0,0,0,1,0,36.0,2.0,95125.0,Robert,Bradley,1,12,93
2647,2.6,123,1,0,0,0,0,45.0,3.0,92007.0,Gregory,Trotter,3,20,191
2648,2.9,0,0,0,0,1,0,61.0,1.0,91605.0,Dwight,Johnson,1,37,155
2649,7.2,0,0,0,0,0,0,26.0,2.0,93105.0,Oscar,Michell,1,0,155
2650,1.3,0,0,0,0,1,0,33.0,4.0,92407.0,John,Evan,1,8,68
2651,1.1,226,0,0,0,0,0,64.0,2.0,95060.0,Marsha,Snow,1,40,52
2652,0.7,0,0,0,0,0,0,43.0,1.0,94025.0,Romana,Borsellino,3,17,51
2653,1.6,180,0,0,0,1,0,24.0,4.0,90089.0,Mary,Virkler,1,0,44
2654,3.1,408,0,0,0,1,0,30.0,2.0,94555.0,Laura,Stewart,1,5,121
2655,2.2,204,0,1,0,1,0,60.0,4.0,94965.0,Anita,Milton,1,36,49
2656,1.0,78,0,1,0,1,0,50.0,2.0,91784.0,Nina,Mozak,3,26,42
2657,4.1,0,0,0,0,0,0,40.0,1.0,91040.0,Wm,Lankford,1,15,144
2658,2.6,0,0,0,0,1,0,31.0,1.0,94583.0,Denise,Young,2,6,72
2659,1.5,109,0,0,0,0,0,30.0,1.0,94304.0,Lisa,Cusumano,1,4,44
2660,0.9,175,0,0,0,0,0,60.0,3.0,91763.0,Heather,Lawrence,3,35,43
2661,0.1,144,0,1,0,1,0,39.0,1.0,93063.0,David,Weed,2,14,74
2662,2.5,0,0,0,0,1,0,66.0,1.0,90009.0,Laura,Mock,1,41,145
2663,2.1,0,0,0,0,0,0,65.0,2.0,92346.0,Kerri,Godinho,1,41,158
2664,4.9,0,0,0,0,0,0,54.0,4.0,91311.0,Elizabeth,Alm,1,28,78
2665,2.4,352,1,0,0,1,0,54.0,1.0,95014.0,Shirley,Lundborg,2,29,154
2666,4.5,0,0,0,0,0,0,35.0,2.0,90064.0,Martin,Miller,3,9,105
2667,0.6,0,0,0,0,1,0,32.0,3.0,92126.0,Barry,Bader,2,7,100
2668,0.0,0,0,0,0,1,0,63.0,1.0,94112.0,Myra,Norton,2,39,58
2669,0.9,406,0,0,0,1,0,60.0,1.0,94507.0,Virginia,Wiggins,1,35,113
2670,0.1,0,0,1,0,0,1,43.0,2.0,91902.0,Monica,Snowden,2,18,10
2671,2.7,0,0,0,0,0,0,59.0,2.0,94080.0,Wanda,Rowe,1,33,142
2672,2.5,0,0,0,0,0,0,62.0,1.0,92093.0,Billy,Nichols,1,37,128
2673,0.5,0,1,0,0,0,0,30.0,3.0,92068.0,Michelle,Flatt,3,5,131
2674,1.0,122,0,0,0,1,0,54.0,4.0,92647.0,William,Yadao,2,30,88
2675,0.6,0,0,0,0,1,0,30.0,2.0,90245.0,Lorraine,Perez,1,6,101
2676,1.75,0,0,0,1,1,1,31.0,2.0,92115.0,Rita,Primm,3,1,70
2677,0.3,0,0,1,0,1,0,44.0,1.0,91765.0,Michael,Goff,1,20,122
2678,1.5,0,0,0,0,1,0,32.0,3.0,91423.0,Esther,Bean,1,8,70
2679,4.3,0,1,0,0,1,0,63.0,2.0,93023.0,Evelyn,Williams,3,38,148
2680,2.1,166,0,0,0,1,0,57.0,2.0,92704.0,Hannah,Hill,3,32,43
2681,1.5,0,0,0,0,1,0,60.0,1.0,95060.0,Christina,Johnson,3,30,31
2682,0.8,0,0,0,0,0,0,37.0,2.0,94609.0,Connie,Quinn,3,11,35
2683,2.6,0,0,0,0,1,0,53.0,4.0,90032.0,Sam,Brown,3,27,81
2684,1.4,98,0,0,0,0,0,51.0,1.0,95812.0,Mary,Murrow,3,25,19
2685,1.8,129,0,1,1,1,1,30.0,4.0,92028.0,Hugh,Maloon,3,5,98
2686,2.1,0,0,0,0,1,0,28.0,4.0,90280.0,Mary,Alvez,3,2,101
2687,0.4,0,0,0,0,0,0,50.0,2.0,95053.0,Joann,Laskoski,3,24,81
2688,0.6,452,0,0,0,1,0,52.0,1.0,93561.0,Rosio,Fowler,1,27,135
2689,0.7,0,0,0,0,1,0,56.0,2.0,94542.0,Sarah,Lemmons,2,30,34
2690,3.4,249,0,0,0,0,0,40.0,1.0,91730.0,James,Williams,1,16,104
2691,0.7,0,0,0,0,1,0,64.0,3.0,90245.0,Eileen,Mcginnis,2,38,29
2692,5.4,0,1,0,0,1,0,61.0,2.0,95064.0,Tom,Goodall,2,36,119
2693,1.7,0,0,0,0,1,1,46.0,2.0,90230.0,Kimberly,Morgan,2,20,82
2694,0.2,0,0,0,0,1,0,55.0,1.0,90089.0,Maria,Strange,1,29,62
2695,2.1,0,0,0,0,1,1,45.0,3.0,94720.0,Dennis,Campbell,1,19,85
2696,0.1,0,0,0,0,0,0,40.0,2.0,94960.0,Steven,Jones,2,15,8
2697,1.7,0,0,0,0,1,0,63.0,4.0,91711.0,Rosa,Brandt,3,37,78
2698,0.5,0,0,0,0,1,0,57.0,3.0,93407.0,Angela,Brown,2,32,44
2699,8.0,0,0,0,0,1,1,38.0,2.0,95819.0,Irene,Fitz,1,14,122
2700,0.1,114,0,0,0,0,0,37.0,3.0,90035.0,Beth,Preston,2,11,22
2701,2.2,0,0,0,0,1,1,31.0,4.0,94590.0,Karen,Beard,2,5,39
2702,1.6,0,0,0,0,1,0,50.0,1.0,94305.0,Michael,Carney,2,26,55
2703,6.1,158,0,0,0,0,0,42.0,2.0,94063.0,Lisa,Johnson,1,18,144
2704,2.6,0,0,0,0,0,1,51.0,1.0,92521.0,Rosanne,Osborne,2,27,71
2705,3.0,0,0,0,0,1,0,38.0,2.0,91710.0,Christine,Rath,1,13,191
2706,0.5,100,0,0,0,1,0,53.0,1.0,92831.0,Jeffery,Fields,2,26,22
2707,2.4,0,0,0,0,1,0,43.0,1.0,90740.0,Hollis,Griffith,1,17,158
2708,0.3,0,1,0,1,1,1,35.0,3.0,90089.0,Calvin,Johnson,3,9,131
2709,2.8,160,0,0,0,0,1,49.0,1.0,95670.0,Rebekah,Dugas,2,24,75
2710,0.7,170,0,0,0,0,0,28.0,3.0,94305.0,Enrique,Panza,2,4,69
2711,0.8,0,0,0,0,0,0,51.0,2.0,94304.0,Kathy,Kimbrough,1,27,39
2712,1.7,0,0,0,0,1,1,39.0,4.0,94939.0,Robert,Goodwin,1,14,34
2713,1.7,0,0,0,0,1,0,31.0,1.0,91320.0,Brett,Grillo,1,7,32
2714,5.7,0,0,0,0,1,0,44.0,1.0,92028.0,Joseph,Pope,1,18,129
2715,5.4,432,1,0,0,0,1,46.0,3.0,92870.0,Angela,Sellers,1,20,158
2716,1.8,0,0,0,0,1,0,42.0,1.0,90089.0,Nancy,Chappell,1,18,54
2717,2.0,0,0,0,0,0,0,41.0,1.0,92182.0,Marcia,Williams,2,17,34
2718,0.6,0,0,0,0,1,1,23.0,4.0,95422.0,Bernardo,Kim,2,-2,45
2719,2.3,0,0,1,0,0,0,59.0,2.0,95064.0,Jared,Findley,3,33,68
2720,1.5,0,0,0,0,1,0,47.0,1.0,95929.0,Hubert,Thornton,2,21,53
2721,0.1,0,0,0,0,0,1,48.0,1.0,93302.0,Kayce,Giles,1,23,32
2722,7.2,0,1,0,0,1,0,58.0,2.0,92121.0,Jessica,Dunham,3,33,173
2723,0.4,0,0,0,0,0,0,58.0,4.0,92126.0,Kenny,Jaye,1,34,31
2724,3.7,144,0,0,0,1,0,54.0,2.0,94558.0,Raymond,Smith,1,29,72
2725,0.4,157,0,0,1,1,1,49.0,4.0,90212.0,Maryann,Elliott,2,24,30
2726,2.5,0,0,0,0,1,0,63.0,1.0,92675.0,Catherine,Damico,1,38,138
2727,1.5,127,0,0,0,0,0,62.0,1.0,92028.0,Amy,Fleenor,2,37,18
2728,2.8,220,0,0,0,1,1,45.0,1.0,90840.0,Pat,Howard,1,19,69
2729,2.1,247,0,0,0,1,0,39.0,3.0,94555.0,Scott,Martinez,1,13,58
2730,1.5,0,0,0,0,1,0,58.0,4.0,90007.0,Alice,Pouncil,1,34,63
2731,0.3,0,0,1,0,0,0,56.0,2.0,90401.0,Margaret,Catrone,1,30,43
2732,0.2,0,0,0,0,1,0,29.0,1.0,96651.0,Debbie,Gray,3,5,28
2733,2.1,133,0,0,0,0,0,33.0,1.0,93106.0,Betty,Passmore,3,9,38
2734,0.3,147,0,0,0,0,0,55.0,3.0,93107.0,Anh,Courtney,2,29,72
2735,0.9,0,0,0,0,1,0,56.0,4.0,94126.0,Jack,Robinson,1,31,64
2736,2.6,165,0,0,0,1,0,36.0,3.0,92131.0,Sarah,Arredondo,2,12,70
2737,0.3,0,0,0,0,0,0,53.0,1.0,95621.0,Elmer,Eichmann,1,29,12
2738,0.5,0,0,0,0,0,0,57.0,2.0,94577.0,Matt,Teneyck,1,31,159
2739,4.5,0,0,0,0,1,0,35.0,2.0,95120.0,Robert,Farley,3,9,103
2740,0.3,0,0,0,0,1,0,43.0,1.0,91330.0,Frank,Maxon,3,18,42
2741,2.1,142,0,0,0,1,0,54.0,2.0,92182.0,Marjorie,Singh,3,29,48
2742,1.5,0,0,0,0,0,0,29.0,1.0,90266.0,Elizabeth,Barger,1,3,49
2743,0.4,0,0,0,0,1,0,39.0,2.0,95762.0,Patty,Bradshaw,1,14,89
2744,0.7,0,0,0,0,1,1,32.0,4.0,94583.0,Marcelo,Vanaman,2,8,22
2745,0.2,86,0,0,0,0,0,51.0,2.0,92121.0,Nathan,Warren,1,27,10
2746,1.3,120,0,0,0,0,1,50.0,1.0,95616.0,Duane,Mcfarland,2,25,38
2747,2.1,95,0,0,0,1,1,54.0,2.0,92703.0,Kenneth,Mitchell,3,29,49
2748,1.4,0,0,0,0,0,1,38.0,2.0,91765.0,Diana,Dowdy,3,12,30
2749,2.6,240,0,0,1,1,1,32.0,1.0,94305.0,James,Mathews,2,7,82
2750,0.8,312,0,0,0,1,0,62.0,1.0,94086.0,Sarah,Green,3,37,82
2751,0.1,0,0,0,0,0,0,57.0,1.0,94501.0,Brenda,Gautreau,2,33,24
2752,0.6,156,0,0,0,1,1,47.0,4.0,92251.0,Velma,Sparks,1,23,32
2753,0.9,111,0,0,0,1,0,51.0,3.0,95819.0,Neal,Harold,3,25,34
2754,4.75,477,1,0,0,0,0,54.0,2.0,93117.0,Taisha,Scott,2,27,195
2755,2.2,119,0,0,0,0,0,26.0,4.0,93943.0,John,Pilling,1,1,61
2756,0.1,0,0,0,0,1,1,37.0,3.0,93711.0,Ernesto,Slattery,2,11,22
2757,1.0,0,0,0,0,1,0,27.0,4.0,91301.0,Helen,Nichols,3,0,40
2758,2.8,205,0,0,0,0,0,63.0,2.0,93943.0,Ann,Jones,1,38,50
2759,0.7,0,0,1,0,0,1,62.0,2.0,94501.0,Jennifer,Jaramillo,3,36,35
2760,0.3,0,0,0,0,0,0,59.0,3.0,95617.0,Virginia,Adams,2,33,64
2761,2.3,0,0,0,0,1,0,32.0,3.0,94080.0,Cheryl,Stout,1,7,49
2762,1.0,192,0,0,0,0,1,35.0,4.0,95045.0,Rose,Dalton,2,8,44
2763,3.7,0,0,0,0,1,0,56.0,2.0,93403.0,Darlene,Reeves,1,31,65
2764,0.7,0,0,0,0,1,0,55.0,4.0,93943.0,Jeanene,Hanson,1,31,13
2765,2.9,105,0,0,0,0,1,31.0,1.0,91320.0,Opal,Thomas,3,5,84
2766,0.2,101,0,0,0,1,0,54.0,4.0,92093.0,Corey,Scott,2,29,28
2767,4.4,0,0,0,0,1,0,58.0,3.0,95123.0,Stephen,Breault,1,32,108
2768,0.0,144,0,0,0,1,0,48.0,1.0,90401.0,Robert,Rivera,1,24,59
2769,2.4,396,0,0,0,1,0,48.0,1.0,95819.0,Ronald,Sandell,1,22,163
2770,8.8,582,1,0,0,1,0,33.0,2.0,91320.0,Jason,Everett,3,9,183
2771,4.0,0,0,0,0,1,0,36.0,4.0,90024.0,Leslie,Solomon,3,6,69
2772,7.0,0,0,0,0,0,0,41.0,1.0,92333.0,Cassandra,Devenport,1,16,115
2773,6.5,0,1,0,0,0,1,55.0,4.0,92646.0,Amy,Lindon,1,31,130
2774,7.9,358,1,0,0,1,0,63.0,2.0,94309.0,Donna,Villescas,2,37,185
2775,0.3,0,0,0,0,1,0,53.0,2.0,94066.0,Greg,Fenske,1,29,118
2776,4.1,0,0,0,0,0,0,38.0,1.0,95039.0,Doris,Davis,1,13,163
2777,6.3,380,0,0,0,1,1,46.0,2.0,93106.0,Bobby,Natcher,1,20,140
2778,0.7,0,0,0,0,1,1,59.0,2.0,94122.0,Michelle,Bevens,2,33,91
2779,1.3,0,0,0,0,1,1,56.0,4.0,92646.0,Daniel,Davis,3,31,61
2780,4.1,0,1,0,0,1,0,59.0,4.0,95521.0,Launa,Surano,2,35,168
2781,0.9,0,0,0,0,0,0,39.0,3.0,90630.0,Patrick,Murray,2,13,69
2782,0.2,104,0,0,0,0,0,47.0,1.0,92037.0,Minnie,Meadows,1,21,22
2783,0.3,213,0,0,0,0,0,47.0,1.0,92691.0,Jannie,Sherman,1,22,53
2784,1.0,0,0,0,1,1,1,53.0,2.0,92123.0,Richard,Arnold,2,26,25
2785,2.2,0,1,0,0,0,0,36.0,4.0,91765.0,Ofelia,Towell,2,9,115
2786,1.1,85,0,1,1,1,1,34.0,4.0,92521.0,Saul,Ogle,3,9,31
2787,2.8,0,0,0,0,0,1,36.0,1.0,94705.0,Jennifer,Collins,3,10,83
2788,6.9,0,0,0,0,0,0,60.0,2.0,92807.0,Mary,Breedlove,1,34,152
2789,0.1,0,0,0,0,1,0,45.0,1.0,96003.0,Grayce,Brightwell,1,20,30
2790,0.2,0,0,0,0,1,1,27.0,1.0,90065.0,Marcia,Smith,3,3,34
2791,1.4,0,0,0,0,1,1,47.0,1.0,95821.0,Zelma,Gadsen,3,22,44
2792,7.6,0,0,0,0,0,0,44.0,2.0,94710.0,Gene,Cornelius,1,20,182
2793,1.5,117,0,0,0,1,0,54.0,3.0,95616.0,Phyllis,Lang,1,30,44
2794,6.0,153,0,1,1,1,1,57.0,2.0,94301.0,Sherry,Hutchinson,1,33,122
2795,1.8,0,0,0,0,1,0,52.0,4.0,94550.0,William,Offerdahl,1,26,35
2796,0.8,0,0,0,0,0,0,51.0,1.0,92407.0,Patricia,Amari,3,25,91
2797,2.0,0,0,0,0,0,0,57.0,2.0,94024.0,Jody,Garcia,2,32,30
2798,2.5,0,0,0,0,1,0,65.0,1.0,94608.0,Wanda,Coberly,3,39,53
2799,0.3,0,0,0,0,1,0,58.0,1.0,94720.0,Velma,Elliott,3,33,28
2800,3.4,200,0,0,0,1,0,64.0,4.0,94720.0,Linda,Frank,2,39,85
2801,0.7,90,0,0,0,1,1,52.0,2.0,93907.0,Claudia,Molon,2,26,28
2802,0.4,177,0,0,0,1,0,58.0,4.0,91016.0,Jamie,Lowry,1,34,41
2803,5.0,0,1,1,1,1,0,52.0,1.0,90650.0,Joel,Burns,3,22,154
2804,0.3,0,0,0,0,1,0,43.0,1.0,92831.0,Elizabeth,Keever,3,18,41
2805,1.5,0,0,0,0,0,0,56.0,3.0,95014.0,Evelyn,Ginder,1,32,33
2806,5.8,0,1,0,0,1,0,37.0,3.0,94523.0,Richard,Harris,3,12,182
2807,0.8,0,0,0,0,1,0,53.0,2.0,90740.0,Jesse,Youmans,3,27,59
2808,3.3,0,0,1,0,0,0,27.0,2.0,90009.0,Willie,Straight,1,2,129
2809,0.9,136,0,0,0,1,0,53.0,3.0,94583.0,Eva,Lobel,3,27,35
2810,2.2,0,1,1,1,1,1,42.0,3.0,94705.0,Jim,Larson,2,16,185
2811,1.3,201,0,0,0,0,0,58.0,4.0,93943.0,Diane,Blankenship,2,34,45
2812,0.1,145,0,0,0,0,0,36.0,4.0,94065.0,Craig,Stuck,2,12,62
2813,8.2,467,1,0,1,1,1,53.0,3.0,96008.0,Ashley,Hernandez,3,28,183
2814,0.1,0,0,0,0,1,0,48.0,2.0,94303.0,Timothy,Money,3,22,14
2815,2.2,0,0,0,0,1,1,54.0,1.0,94002.0,Bernard,Jarman,3,28,53
2816,2.6,169,0,0,0,0,0,26.0,3.0,94019.0,Louise,Mcduffie,3,1,48
2817,0.4,0,0,0,0,1,0,50.0,2.0,92780.0,Jeanie,Stellmacher,1,26,128
2818,4.0,331,0,0,0,1,0,31.0,1.0,94025.0,Isidro,Poloskey,1,7,105
2819,0.9,0,0,0,0,1,1,35.0,3.0,93943.0,Meagan,Kostrzewa,1,9,40
2820,0.4,0,0,0,0,1,0,63.0,2.0,90095.0,Jane,Mcleland,1,37,10
2821,3.3,303,0,0,0,0,0,29.0,2.0,90245.0,Tim,Hill,1,4,102
2822,0.1,0,0,0,0,1,0,57.0,3.0,94143.0,Lucy,Coleman,2,32,31
2823,0.8,158,0,0,0,1,0,30.0,4.0,90245.0,James,Tseng,1,5,30
2824,0.6,0,0,1,0,0,0,33.0,1.0,90095.0,Carol,Atkins,3,7,21
2825,0.3,0,0,0,0,0,0,62.0,2.0,92867.0,Olga,Barnes,1,36,44
2826,2.5,164,0,0,0,1,0,35.0,1.0,95060.0,Patrick,Fender,3,10,48
2827,0.2,0,0,0,0,1,0,37.0,3.0,94604.0,Angela,Meunier,2,11,21
2828,2.2,0,0,0,0,1,1,37.0,4.0,90266.0,Heather,Mallat,2,11,84
2829,0.7,230,0,0,0,1,0,35.0,3.0,94306.0,Darrell,Eurich,2,10,64
2830,2.5,138,0,0,0,0,0,35.0,1.0,94720.0,Gwendolyn,Walling,1,9,82
2831,1.3,0,0,0,0,1,0,59.0,4.0,95616.0,Frances,Ceja,1,35,39
2832,0.8,0,0,0,0,1,1,53.0,2.0,90405.0,Eula,Bennett,3,27,45
2833,5.7,0,1,0,1,1,1,45.0,4.0,92056.0,Julian,Locke,3,21,133
2834,1.4,0,0,0,0,1,0,46.0,2.0,90009.0,Gayle,Kurth,1,22,152
2835,1.0,91,0,1,0,0,0,40.0,1.0,90033.0,Annie,Parker,1,16,12
2836,1.5,149,0,0,0,1,0,42.0,3.0,94112.0,Kristin,Dubray,1,16,32
2837,2.6,204,0,0,0,0,0,25.0,4.0,94085.0,Michael,Richardson,1,1,74
2838,1.1,159,0,0,0,0,1,39.0,2.0,92037.0,Bobby,Nealy,2,14,54
2839,4.1,0,1,0,1,1,1,30.0,3.0,94542.0,Lillian,Otero,2,6,181
2840,0.0,0,0,0,0,1,0,58.0,2.0,90034.0,Lois,Hansen,3,33,75
2841,0.1,240,0,1,0,0,0,41.0,3.0,91101.0,Alberto,Rohr,1,15,95
2842,7.3,565,1,0,1,1,0,37.0,4.0,94305.0,Donald,Tovar,2,11,190
2843,2.8,0,0,0,0,1,0,36.0,1.0,94709.0,Marc,Hall,1,11,90
2844,1.0,134,0,0,0,1,1,27.0,4.0,95616.0,Stanley,Lugo,1,3,20
2845,2.2,0,0,0,0,0,0,60.0,3.0,95014.0,Brian,Kintner,3,34,64
2846,1.7,98,0,0,0,0,0,62.0,2.0,90019.0,Michael,Dooley,3,36,85
2847,1.7,0,0,0,0,1,0,67.0,4.0,93711.0,James,Thomas,2,43,105
2848,0.2,0,0,0,0,1,0,44.0,1.0,90840.0,Gregory,Fallon,1,18,21
2849,1.8,0,0,0,0,0,0,24.0,2.0,94720.0,Bradley,Arredondo,2,-1,78
2850,6.67,132,0,0,0,1,1,45.0,2.0,94085.0,Beth,Griffin,1,21,158
2851,4.3,219,0,0,0,0,0,58.0,1.0,94720.0,Carmen,Behr,1,34,125
2852,1.8,0,0,0,0,1,0,61.0,3.0,95449.0,Dong,Kafka,2,36,81
2853,8.1,0,0,0,0,1,1,54.0,1.0,93105.0,Rebekah,Mcvey,1,29,183
2854,0.6,0,0,0,0,1,0,28.0,4.0,94550.0,Floyd,Wall,2,3,54
2855,3.6,212,0,0,0,1,0,49.0,4.0,94025.0,Alma,Siefert,3,24,79
2856,1.5,136,0,0,0,1,0,35.0,1.0,91706.0,Bob,Griffith,2,11,38
2857,1.0,295,1,0,0,1,0,36.0,4.0,94704.0,Michelle,Smith,2,10,172
2858,7.5,0,1,0,0,0,0,34.0,3.0,93106.0,Freida,Ruiz,1,8,184
2859,7.8,114,0,0,0,1,1,36.0,2.0,95054.0,Everett,Williams,1,11,158
2860,0.9,282,1,0,0,1,0,35.0,1.0,94596.0,Linda,Viars,3,11,188
2861,0.5,0,0,0,0,1,0,27.0,4.0,95064.0,John,Dueno,3,2,20
2862,0.2,151,0,0,0,0,1,42.0,4.0,92677.0,Christina,Vanmeter,3,18,60
2863,2.4,0,0,0,0,1,0,65.0,4.0,92096.0,Mildred,Duer,3,39,113
2864,0.0,0,0,0,0,1,1,29.0,4.0,93101.0,Santos,Valdez,1,5,70
2865,0.0,0,0,0,0,1,1,65.0,2.0,95762.0,John,Gallego,3,41,84
2866,0.2,0,0,0,0,1,0,59.0,2.0,94002.0,James,Clark,3,33,23
2867,3.3,0,0,1,1,1,1,46.0,2.0,90089.0,Harriett,Rea,1,22,141
2868,4.4,264,0,0,0,1,0,59.0,3.0,90007.0,Thomas,Dubois,1,33,110
2869,1.8,0,0,0,0,1,1,52.0,4.0,94923.0,Eugene,Bowman,1,26,31
2870,1.3,80,0,0,0,0,0,60.0,1.0,92660.0,Ashley,Tang,1,35,22
2871,5.2,0,0,1,0,0,0,43.0,1.0,95134.0,Mary,Newman,1,17,91
2872,2.4,252,0,0,0,1,0,65.0,4.0,94131.0,Blaine,Reyes,3,39,82
2873,0.3,0,0,0,0,0,0,50.0,1.0,92630.0,Leslie,Morgan,1,26,23
2874,0.1,0,0,1,0,1,0,48.0,1.0,93943.0,Stephanie,Huskins,1,23,35
2875,2.5,0,1,0,0,1,0,49.0,1.0,91380.0,Rebecca,Suryan,3,25,114
2876,0.1,0,0,0,0,1,1,58.0,3.0,94402.0,Howard,Rahaman,2,33,18
2877,1.6,238,0,0,0,0,0,24.0,2.0,91107.0,Paula,Albrecht,3,-2,80
2878,2.3,0,0,0,0,0,1,58.0,2.0,95817.0,Ann,Browne,3,32,74
2879,4.1,0,1,0,0,1,0,45.0,4.0,94590.0,Max,Oliver,2,19,122
2880,2.33,0,0,0,0,0,0,42.0,3.0,94545.0,Christine,Marczak,2,15,73
2881,1.1,0,0,0,0,1,0,64.0,2.0,96064.0,Jessica,Oconnor,1,40,40
2882,0.1,0,0,0,0,1,0,49.0,4.0,92103.0,Charlotte,Kessler,3,25,55
2883,2.7,0,0,1,0,0,1,55.0,1.0,90089.0,Donna,Gunter,2,31,69
2884,1.4,0,0,0,0,1,0,40.0,4.0,90024.0,Iva,Weddle,2,14,92
2885,2.1,0,0,0,0,1,1,28.0,4.0,93943.0,Gary,Sundermeyer,3,2,48
2886,0.6,327,1,0,0,1,0,57.0,4.0,91711.0,Phil,Kridel,3,31,113
2887,1.3,0,0,0,0,1,0,50.0,1.0,93940.0,Robbie,Scott,2,25,58
2888,2.2,0,0,0,0,1,0,40.0,2.0,94025.0,Jacquelyn,Lazarine,1,16,109
2889,1.0,0,0,0,0,1,1,55.0,3.0,94542.0,Glenn,Hille,2,28,39
2890,1.9,144,0,0,0,0,0,53.0,3.0,94591.0,Nina,Adamson,2,29,33
2891,0.2,0,0,0,0,1,1,48.0,4.0,94304.0,Jannie,Franqui,1,24,18
2892,1.6,0,0,0,0,1,1,59.0,1.0,90044.0,Michelle,Kocher,1,33,63
2893,2.8,0,0,0,0,1,0,58.0,1.0,92093.0,James,Schwartz,2,32,43
2894,2.0,0,0,0,0,1,0,38.0,4.0,94022.0,Laurine,Mclain,3,14,70
2895,0.9,0,0,0,0,0,0,49.0,1.0,94545.0,Jane,Gonzales,3,25,19
2896,1.3,140,0,0,0,1,0,60.0,4.0,94501.0,Darlene,Thomas,2,36,39
2897,0.8,0,0,0,0,0,0,54.0,3.0,94720.0,Miriam,Martin,1,28,81
2898,1.3,0,0,0,0,0,0,28.0,4.0,92161.0,Mary,Zhang,3,2,34
2899,5.9,175,1,1,1,1,0,27.0,1.0,91711.0,Mary,Cavazos,2,1,140
2900,0.3,0,0,0,0,0,0,42.0,1.0,94305.0,Ana,Cameron,1,18,114
2901,3.2,151,0,0,0,0,0,52.0,2.0,91320.0,Yvonne,Morris,3,28,55
2902,0.1,76,0,0,0,1,0,54.0,1.0,95351.0,William,Dahnke,2,30,21
2903,2.8,0,0,1,0,1,0,56.0,4.0,94022.0,Derrick,Parrish,2,30,50
2904,1.5,0,0,0,0,1,1,58.0,3.0,95833.0,Carley,Anderson,1,34,41
2905,2.2,0,1,0,1,1,0,56.0,3.0,90032.0,Amber,Griffith,1,32,190
2906,0.3,0,0,0,0,1,0,64.0,2.0,94110.0,Helen,Coulson,3,40,8
2907,1.67,0,0,0,0,1,0,35.0,2.0,92870.0,Alice,Strong,2,8,55
2908,1.3,0,0,0,0,0,1,45.0,2.0,91763.0,Jose,Worthing,1,20,40
2909,0.1,0,0,0,0,1,0,57.0,3.0,95616.0,Samuel,Matthews,2,32,22
2910,1.67,0,0,1,0,0,1,35.0,2.0,94590.0,Charlie,Wright,2,8,44
2911,4.5,0,1,0,0,1,0,46.0,3.0,95039.0,Yesenia,Young,3,22,102
2912,1.8,235,0,0,0,1,0,30.0,4.0,93033.0,Antonio,Zacarias,3,4,54
2913,3.2,0,1,0,0,0,0,44.0,4.0,90291.0,John,Hussein,2,20,130
2914,2.33,0,0,0,0,1,1,39.0,3.0,94501.0,Cheryl,Smalls,2,12,75
2915,1.7,0,0,0,0,1,0,42.0,2.0,95929.0,Lisa,Medina,1,18,42
